date,strategy,sentiment_lambda,return
2021-11-03,Base Min-Variance,0.0,6.35726858771768e-05
2021-11-04,Base Min-Variance,0.0,0.0006963582689056172
2021-11-05,Base Min-Variance,0.0,-0.012395876434406271
2021-11-08,Base Min-Variance,0.0,0.0019239526720446823
2021-11-09,Base Min-Variance,0.0,0.000519229006147375
2021-11-10,Base Min-Variance,0.0,0.0002331208165627681
2021-11-11,Base Min-Variance,0.0,0.00255952003220124
2021-11-12,Base Min-Variance,0.0,0.0024407878397907775
2021-11-15,Base Min-Variance,0.0,-0.0026452884586256197
2021-11-16,Base Min-Variance,0.0,-0.004705933817754349
2021-11-17,Base Min-Variance,0.0,-0.0028685388855900443
2021-11-18,Base Min-Variance,0.0,-0.0018352015888577766
2021-11-19,Base Min-Variance,0.0,-0.007804072963634876
2021-11-22,Base Min-Variance,0.0,0.0034862654127194048
2021-11-23,Base Min-Variance,0.0,0.006341248285938353
2021-11-24,Base Min-Variance,0.0,-0.00033538753276368574
2021-11-26,Base Min-Variance,0.0,-0.014745403805148364
2021-11-29,Base Min-Variance,0.0,0.00022401966034763768
2021-11-30,Base Min-Variance,0.0,-0.021854913153537582
2021-12-01,Base Min-Variance,0.0,-0.011556826515756177
2021-12-02,Base Min-Variance,0.0,0.014123400977474016
2021-12-03,Base Min-Variance,0.0,0.008907798823130766
2021-12-06,Base Min-Variance,0.0,0.010419162761685648
2021-12-07,Base Min-Variance,0.0,0.002954772421693022
2021-12-08,Base Min-Variance,0.0,0.0008965180888738326
2021-12-09,Base Min-Variance,0.0,-0.002854024225597911
2021-12-10,Base Min-Variance,0.0,0.007727179781168043
2021-12-13,Base Min-Variance,0.0,0.005211988123112682
2021-12-14,Base Min-Variance,0.0,-0.0004147321967467299
2021-12-15,Base Min-Variance,0.0,0.012979500114023943
2021-12-16,Base Min-Variance,0.0,0.010126487461173986
2021-12-17,Base Min-Variance,0.0,-0.012276646370379347
2021-12-20,Base Min-Variance,0.0,0.0021549446627410853
2021-12-21,Base Min-Variance,0.0,0.0031213570650222887
2021-12-22,Base Min-Variance,0.0,0.006509465888324111
2021-12-23,Base Min-Variance,0.0,0.0015944915690745162
2021-12-27,Base Min-Variance,0.0,0.01048576001686605
2021-12-28,Base Min-Variance,0.0,0.004377226546026743
2021-12-29,Base Min-Variance,0.0,0.0011579806094931542
2021-12-30,Base Min-Variance,0.0,0.0007047534774302709
2021-12-31,Base Min-Variance,0.0,-0.0011030377235299422
2022-01-03,Base Min-Variance,0.0,0.0021791027274440642
2022-01-04,Base Min-Variance,0.0,-0.0004006162177033984
2022-01-05,Base Min-Variance,0.0,-0.0018153998452577504
2022-01-06,Base Min-Variance,0.0,-0.003994627671029646
2022-01-07,Base Min-Variance,0.0,0.004618663552446526
2022-01-10,Base Min-Variance,0.0,-0.0009728365542533801
2022-01-11,Base Min-Variance,0.0,0.003541751475965657
2022-01-12,Base Min-Variance,0.0,0.0009638582352580042
2022-01-13,Base Min-Variance,0.0,-0.0018534565678950583
2022-01-14,Base Min-Variance,0.0,-0.002205944529522977
2022-01-18,Base Min-Variance,0.0,-0.008924920031650973
2022-01-19,Base Min-Variance,0.0,-0.0004268541162155356
2022-01-20,Base Min-Variance,0.0,-0.010924251877419487
2022-01-21,Base Min-Variance,0.0,-0.004696305169182634
2022-01-24,Base Min-Variance,0.0,-0.005276024835807144
2022-01-25,Base Min-Variance,0.0,-0.004585169690872203
2022-01-26,Base Min-Variance,0.0,-0.016668026394822597
2022-01-27,Base Min-Variance,0.0,0.0007130771553914629
2022-01-28,Base Min-Variance,0.0,0.015527408423969422
2022-01-31,Base Min-Variance,0.0,0.010207336026165394
2022-02-01,Base Min-Variance,0.0,-0.0026705788085474584
2022-02-02,Base Min-Variance,0.0,0.011309092688341177
2022-02-03,Base Min-Variance,0.0,-0.005939971592022225
2022-02-04,Base Min-Variance,0.0,-0.0036480380535809233
2022-02-07,Base Min-Variance,0.0,-0.000917240805364331
2022-02-08,Base Min-Variance,0.0,-0.0013115220117540236
2022-02-09,Base Min-Variance,0.0,0.006569468695282247
2022-02-10,Base Min-Variance,0.0,-0.01732958037552027
2022-02-11,Base Min-Variance,0.0,-0.0029267431369964392
2022-02-14,Base Min-Variance,0.0,-0.007886639215132602
2022-02-15,Base Min-Variance,0.0,0.002182219127899861
2022-02-16,Base Min-Variance,0.0,-0.00181735712940299
2022-02-17,Base Min-Variance,0.0,-0.0068746929878200965
2022-02-18,Base Min-Variance,0.0,-0.005455785220824798
2022-02-22,Base Min-Variance,0.0,-0.004081844169129222
2022-02-23,Base Min-Variance,0.0,-0.0024722526045882647
2022-02-24,Base Min-Variance,0.0,-0.0012240941612371558
2022-02-25,Base Min-Variance,0.0,0.026227194647216352
2022-02-28,Base Min-Variance,0.0,-0.004812575947377398
2022-03-01,Base Min-Variance,0.0,-0.0017792717324432552
2022-03-02,Base Min-Variance,0.0,0.012089448100638
2022-03-03,Base Min-Variance,0.0,0.008543611165453406
2022-03-04,Base Min-Variance,0.0,0.007157214936323371
2022-03-07,Base Min-Variance,0.0,-0.008161668607165717
2022-03-08,Base Min-Variance,0.0,-0.013211012630403566
2022-03-09,Base Min-Variance,0.0,0.0035566778423643513
2022-03-10,Base Min-Variance,0.0,0.002426569707731285
2022-03-11,Base Min-Variance,0.0,-0.005152264605752521
2022-03-14,Base Min-Variance,0.0,-0.00477227399732939
2022-03-15,Base Min-Variance,0.0,0.006298345965603988
2022-03-16,Base Min-Variance,0.0,0.0049504814221363845
2022-03-17,Base Min-Variance,0.0,0.01127150642772686
2022-03-18,Base Min-Variance,0.0,0.003046590568629544
2022-03-21,Base Min-Variance,0.0,0.002880397510318055
2022-03-22,Base Min-Variance,0.0,0.004123123405761134
2022-03-23,Base Min-Variance,0.0,-0.008894657667873318
2022-03-24,Base Min-Variance,0.0,0.006309097018035577
2022-03-25,Base Min-Variance,0.0,0.008731460153221043
2022-03-28,Base Min-Variance,0.0,0.00524940880523064
2022-03-29,Base Min-Variance,0.0,0.012390011076489552
2022-03-30,Base Min-Variance,0.0,0.0010164419042298142
2022-03-31,Base Min-Variance,0.0,-0.008766795720247793
2022-04-01,Base Min-Variance,0.0,0.009093880589104144
2022-04-04,Base Min-Variance,0.0,0.0027840579866819024
2022-04-05,Base Min-Variance,0.0,-0.004462149959651933
2022-04-06,Base Min-Variance,0.0,0.011259143458010658
2022-04-07,Base Min-Variance,0.0,0.003578391238532521
2022-04-08,Base Min-Variance,0.0,0.007296088473516785
2022-04-11,Base Min-Variance,0.0,-0.014386800604621951
2022-04-12,Base Min-Variance,0.0,0.0027874214875345826
2022-04-13,Base Min-Variance,0.0,0.006155102444402793
2022-04-14,Base Min-Variance,0.0,0.0018413405373970283
2022-04-18,Base Min-Variance,0.0,-0.004371394787454246
2022-04-19,Base Min-Variance,0.0,0.008257230978954448
2022-04-20,Base Min-Variance,0.0,0.003071047047478956
2022-04-21,Base Min-Variance,0.0,-0.01025737141819861
2022-04-22,Base Min-Variance,0.0,-0.016059865432893897
2022-04-25,Base Min-Variance,0.0,-0.0014058182837433635
2022-04-26,Base Min-Variance,0.0,-0.01569106544352399
2022-04-27,Base Min-Variance,0.0,-0.0027980825510855686
2022-04-28,Base Min-Variance,0.0,0.015464827501521044
2022-04-29,Base Min-Variance,0.0,-0.031218128500039032
2022-05-02,Base Min-Variance,0.0,0.0005928202422376517
2022-05-03,Base Min-Variance,0.0,0.0027461439144315525
2022-05-04,Base Min-Variance,0.0,0.024532598196133126
2022-05-05,Base Min-Variance,0.0,-0.015069809297406311
2022-05-06,Base Min-Variance,0.0,-0.005731463315440934
2022-05-09,Base Min-Variance,0.0,-0.014295402887431651
2022-05-10,Base Min-Variance,0.0,-0.007928114940398818
2022-05-11,Base Min-Variance,0.0,0.006455834057745873
2022-05-12,Base Min-Variance,0.0,0.007370014095905562
2022-05-13,Base Min-Variance,0.0,0.009769334135601226
2022-05-16,Base Min-Variance,0.0,0.00634017800910891
2022-05-17,Base Min-Variance,0.0,-0.002739941834172129
2022-05-18,Base Min-Variance,0.0,-0.02344816207379216
2022-05-19,Base Min-Variance,0.0,-0.0048450097440058465
2022-05-20,Base Min-Variance,0.0,0.003076674876540186
2022-05-23,Base Min-Variance,0.0,0.016554774533871473
2022-05-24,Base Min-Variance,0.0,0.009987650447269784
2022-05-25,Base Min-Variance,0.0,0.005496842308160931
2022-05-26,Base Min-Variance,0.0,0.005152365581872333
2022-05-27,Base Min-Variance,0.0,0.010507438909755036
2022-05-31,Base Min-Variance,0.0,-0.009315949689009024
2022-06-01,Base Min-Variance,0.0,-0.0055358654227260305
2022-06-02,Base Min-Variance,0.0,0.002997783858974089
2022-06-03,Base Min-Variance,0.0,-0.005348667655786532
2022-06-06,Base Min-Variance,0.0,-0.004542720570431123
2022-06-07,Base Min-Variance,0.0,0.0077525548292872734
2022-06-08,Base Min-Variance,0.0,-0.009602924775016463
2022-06-09,Base Min-Variance,0.0,-0.022797682706028922
2022-06-10,Base Min-Variance,0.0,-0.009661629037634276
2022-06-13,Base Min-Variance,0.0,-0.03242757771380633
2022-06-14,Base Min-Variance,0.0,-0.013638485865044627
2022-06-15,Base Min-Variance,0.0,0.0028971874867348736
2022-06-16,Base Min-Variance,0.0,-0.00768116282489936
2022-06-17,Base Min-Variance,0.0,-0.0042320953786688115
2022-06-21,Base Min-Variance,0.0,0.02267812189377772
2022-06-22,Base Min-Variance,0.0,0.0034341910191064058
2022-06-23,Base Min-Variance,0.0,0.013133130333360983
2022-06-24,Base Min-Variance,0.0,0.013968097206585461
2022-06-27,Base Min-Variance,0.0,-0.0029267139515125364
2022-06-28,Base Min-Variance,0.0,-0.009034613066923082
2022-06-29,Base Min-Variance,0.0,0.0007074118014105467
2022-06-30,Base Min-Variance,0.0,-0.007514254460922772
2022-07-01,Base Min-Variance,0.0,0.014886708081508307
2022-07-05,Base Min-Variance,0.0,-0.003676755501736755
2022-07-06,Base Min-Variance,0.0,0.0014689119190931929
2022-07-07,Base Min-Variance,0.0,0.0023397652584228874
2022-07-08,Base Min-Variance,0.0,-0.0028577932121188407
2022-07-11,Base Min-Variance,0.0,-7.005607030932971e-05
2022-07-12,Base Min-Variance,0.0,-0.005704596022597816
2022-07-13,Base Min-Variance,0.0,-0.0012680128073719297
2022-07-14,Base Min-Variance,0.0,-0.00469727578190522
2022-07-15,Base Min-Variance,0.0,0.010468890166936497
2022-07-18,Base Min-Variance,0.0,-0.012182143755362458
2022-07-19,Base Min-Variance,0.0,0.013795101613126852
2022-07-20,Base Min-Variance,0.0,-0.0060430732788443915
2022-07-21,Base Min-Variance,0.0,0.00439045046582529
2022-07-22,Base Min-Variance,0.0,-0.0002468200059097522
2022-07-25,Base Min-Variance,0.0,-0.002351003820243129
2022-07-26,Base Min-Variance,0.0,-0.006283709984722629
2022-07-27,Base Min-Variance,0.0,0.004881880080623827
2022-07-28,Base Min-Variance,0.0,0.008033306451465204
2022-07-29,Base Min-Variance,0.0,0.0033078654470041625
2022-08-01,Base Min-Variance,0.0,-0.004907603869151991
2022-08-02,Base Min-Variance,0.0,-0.0051561141349925265
2022-08-03,Base Min-Variance,0.0,0.013617912727156857
2022-08-04,Base Min-Variance,0.0,-0.007848111169535396
2022-08-05,Base Min-Variance,0.0,-0.004602705277592654
2022-08-08,Base Min-Variance,0.0,0.004168939098722432
2022-08-09,Base Min-Variance,0.0,0.0020438353916999025
2022-08-10,Base Min-Variance,0.0,0.011460551394869118
2022-08-11,Base Min-Variance,0.0,-0.0013477005595420942
2022-08-12,Base Min-Variance,0.0,0.01442561234094252
2022-08-15,Base Min-Variance,0.0,0.012174027089884855
2022-08-16,Base Min-Variance,0.0,0.012598246941806541
2022-08-17,Base Min-Variance,0.0,-0.006335298828489027
2022-08-18,Base Min-Variance,0.0,-0.0026869512006418026
2022-08-19,Base Min-Variance,0.0,-0.004553581304626804
2022-08-22,Base Min-Variance,0.0,-0.014220709228332035
2022-08-23,Base Min-Variance,0.0,-0.005232826714796408
2022-08-24,Base Min-Variance,0.0,0.00034711522842681083
2022-08-25,Base Min-Variance,0.0,0.005616584608498126
2022-08-26,Base Min-Variance,0.0,-0.018356848199315278
2022-08-29,Base Min-Variance,0.0,-0.003951657098967159
2022-08-30,Base Min-Variance,0.0,-0.008326767939154253
2022-08-31,Base Min-Variance,0.0,-0.0019037148248553834
2022-09-01,Base Min-Variance,0.0,0.011791129350618393
2022-09-02,Base Min-Variance,0.0,-0.009497904754814579
2022-09-06,Base Min-Variance,0.0,-0.002470900245566058
2022-09-07,Base Min-Variance,0.0,0.016592872954143367
2022-09-08,Base Min-Variance,0.0,0.002665477360505487
2022-09-09,Base Min-Variance,0.0,0.008992297524939213
2022-09-12,Base Min-Variance,0.0,0.008440533944423298
2022-09-13,Base Min-Variance,0.0,-0.030074059379944156
2022-09-14,Base Min-Variance,0.0,0.006309859591483164
2022-09-15,Base Min-Variance,0.0,-0.010524147976951984
2022-09-16,Base Min-Variance,0.0,0.0007500095785985441
2022-09-19,Base Min-Variance,0.0,0.0036924643987501413
2022-09-20,Base Min-Variance,0.0,-0.01353394765685435
2022-09-21,Base Min-Variance,0.0,-0.01289810862241028
2022-09-22,Base Min-Variance,0.0,0.003374463007213528
2022-09-23,Base Min-Variance,0.0,-0.01666778275138261
2022-09-26,Base Min-Variance,0.0,-0.010517247872693201
2022-09-27,Base Min-Variance,0.0,-0.005635961199361049
2022-09-28,Base Min-Variance,0.0,0.022070025870130343
2022-09-29,Base Min-Variance,0.0,-0.015897674810921372
2022-09-30,Base Min-Variance,0.0,-0.016979410068814496
2022-10-03,Base Min-Variance,0.0,0.025834224931644206
2022-10-04,Base Min-Variance,0.0,0.021139916898996677
2022-10-05,Base Min-Variance,0.0,-0.003827763769545023
2022-10-06,Base Min-Variance,0.0,-0.007438734508831942
2022-10-07,Base Min-Variance,0.0,-0.014046856024082087
2022-10-10,Base Min-Variance,0.0,0.001161949126608362
2022-10-11,Base Min-Variance,0.0,0.01560706186353275
2022-10-12,Base Min-Variance,0.0,-0.004289354847943938
2022-10-13,Base Min-Variance,0.0,0.019456418092882524
2022-10-14,Base Min-Variance,0.0,-0.011434265874695726
2022-10-17,Base Min-Variance,0.0,0.011579487517654873
2022-10-18,Base Min-Variance,0.0,0.010236440697018928
2022-10-19,Base Min-Variance,0.0,-0.00737392257659784
2022-10-20,Base Min-Variance,0.0,-0.0024225187626472043
2022-10-21,Base Min-Variance,0.0,0.020340766292571633
2022-10-24,Base Min-Variance,0.0,0.01759436634493133
2022-10-25,Base Min-Variance,0.0,0.008184758227134515
2022-10-26,Base Min-Variance,0.0,0.01238959351637147
2022-10-27,Base Min-Variance,0.0,0.001482879855816566
2022-10-28,Base Min-Variance,0.0,0.022801776649122342
2022-10-31,Base Min-Variance,0.0,-0.007426572855297814
2022-11-01,Base Min-Variance,0.0,-0.0012075679456848385
2022-11-02,Base Min-Variance,0.0,-0.011248934767554031
2022-11-03,Base Min-Variance,0.0,-0.00485691998817082
2022-11-04,Base Min-Variance,0.0,0.01405950408367071
2022-11-07,Base Min-Variance,0.0,0.013841971332826756
2022-11-08,Base Min-Variance,0.0,0.01111975932541314
2022-11-09,Base Min-Variance,0.0,-0.011911039320401173
