date,ticker,sector,base_weight,stock_sentiment_z,stock_cvar,sector_median_cvar,risk_scaler,tail_risk_adjusted_sentiment_z,final_weight
2021-01-04,DUK,Utilities,5.521998497905473e-18,-0.18160607433585704,0.061310186016913806,0.06191336096141554,1.0098380870078478,-0.1833927306963269,5.384142619134265e-18
2021-01-04,EA,Comm,0.0765250955833149,-0.42344993760491784,0.0533668470597272,0.05569195558666732,1.0435684072611204,-0.4418989769411849,0.07975774888204634
2021-01-04,GE,Industrials,1.7387841339771125e-18,-0.20767436894166735,0.08928868502762945,0.06806280803359642,0.762278087223875,-0.15830562072227952,4.150366405980358e-18
2021-01-04,GILD,Healthcare,0.1333174701448225,-0.26338481842427436,0.050661340960935414,0.050661340960935414,1.0,-0.26338481842427436,0.22738843553652155
2021-01-04,GS,Financials,0.0,0.19881929254485609,0.0792829460000808,0.08027096294199357,1.0124619100545502,0.2012969606856594,0.0
2021-01-04,INTC,Tech,1.2818963896530333e-18,-0.29145014337235453,0.08357342000542492,0.08115080640735532,0.9710121519747267,-0.2830016309093326,1.151347604422859e-18
2021-01-04,KO,Consumer,0.0,2.123749485506311,0.05653575572935033,0.06059181819367557,1.0717433138020218,2.2761143112818725,-0.0
2021-01-04,MMM,Industrials,0.082559990673902,0.6235430663899971,0.059181121867556155,0.06806280803359642,1.1500763399841751,0.7171221276163174,0.04812671498309152
2021-01-04,MRK,Healthcare,0.062547580808715,-0.5021994440797896,0.04643113297586326,0.050661340960935414,1.091107145442072,-0.5479534018724946,0.13071157745198733
2021-01-04,MS,Financials,0.0,0.9516358848235796,0.08027096294199357,0.08027096294199357,1.0,0.9516358848235796,0.0
2021-01-04,NEE,Utilities,9.398199032565045e-19,-0.3872596428263509,0.061208256974885494,0.06191336096141554,1.0115197527487076,-0.39172077816126327,1.0776757820277128e-18
2021-01-04,NEM,Materials,0.1386943440635856,-0.3273066793243434,0.06293402254983806,0.07667058087741575,1.2182691932126153,-0.398747644153568,0.1386943440635856
2021-01-04,NKE,Consumer,0.002201319636799,0.08070939801308395,0.06059181819367557,0.06059181819367557,1.0,0.08070939801308395,0.002479526133105756
2021-01-04,NUE,Materials,0.0,-0.2768573795693852,0.07667058087741575,0.07667058087741575,1.0,-0.2768573795693852,0.0
2021-01-04,NVDA,Tech,1.0595214954352236e-19,0.0,0.08115080640735532,0.08115080640735532,1.0,0.0,7.41713358555191e-20
2021-01-04,O,RealEstate,1.1122388479767622e-18,0.7912103319954219,0.09474676883244607,0.06377304517543389,0.6730893935624619,0.5325552825431527,3.909888594408479e-19
2021-01-04,OXY,Energy,9.286614370404082e-19,-0.08018828772513066,0.14987660456766888,0.10529025949866179,0.7025129759403078,-0.056333312645339195,9.286614370404082e-19
2021-01-04,PLD,RealEstate,0.0,-0.282992606142755,0.07007131477746693,0.06377304517543389,0.9101162919229482,-0.2575561813442555,0.0
2021-01-04,PSA,RealEstate,0.0822826397792971,-0.30925333933440186,0.059812397485501115,0.06377304517543389,1.0662178387163441,-0.3297314270809381,0.0822826397792971
2021-01-04,QCOM,Tech,3.8442525919903187e-19,-0.6515692077923608,0.07241939922420247,0.08115080640735532,1.1205672413288237,-0.7301271097106928,4.656035210613236e-19
2021-01-04,SBUX,Consumer,1.162166013389726e-18,1.8260780962887009,0.06530575932081284,0.06059181819367557,0.9278173751264394,1.694266986074468,0.0
2021-01-04,SHW,Materials,4.712703968837295e-19,-0.11489972968769237,0.0636255718249426,0.07667058087741575,1.2050277691549047,-0.1384573649420615,3.8357258827493387e-19
2021-01-04,SLB,Energy,0.0,-0.1053564818460363,0.1156709893729386,0.10529025949866179,0.9102564097484465,-0.09590141290890038,0.0
2021-01-04,SO,Utilities,0.0,0.06415278689394448,0.07227132678855223,0.06191336096141554,0.8566794566060548,0.05495837461606839,0.0
2021-01-04,T,Comm,6.473483653799307e-19,0.044262060448758474,0.05569195558666732,0.05569195558666732,1.0,0.044262060448758474,4.472095358241816e-19
2021-01-04,TMUS,Comm,1.3765977573920733e-18,-0.34743125281238263,0.0572214409115407,0.05569195558666732,0.97327076528468,-0.33814468130852277,1.331509604035224e-18
2021-01-04,TTWO,Comm,0.0420330299236461,-0.334349323726872,0.06720787336721547,0.05569195558666732,0.8286522515356705,-0.2770593199057012,0.03880037662491465
2021-01-04,UPS,Industrials,0.0176035673509459,-0.35568914191259204,0.05572072859709111,0.06806280803359642,1.221498888245866,-0.4344738914073572,0.05203684304175633
2021-01-04,USB,Financials,0.0,-0.2728843014404789,0.08398088087982938,0.08027096294199357,0.9558242554856688,-0.2608294342580726,0.0
2021-01-04,V,Financials,2.830154396193415e-20,0.2805268867821664,0.06305975516812143,0.08027096294199357,1.2729348968765568,0.3570924636971585,2.830154396193415e-20
2021-01-04,WFC,Financials,0.0,-0.11724760534502533,0.08799892925990489,0.08027096294199357,0.9121811323966593,-0.10695105341442182,0.0
2021-01-04,WMT,Consumer,0.2,0.12147770598042652,0.0397888390079479,0.06059181819367557,1.5228345361263804,0.18499044603639966,0.1997217935036933
2021-01-04,XOM,Energy,0.0,-0.7632482009499775,0.07331550508685367,0.10529025949866179,1.436125405859634,-1.096120132360922,0.0
2021-02-01,ABBV,Healthcare,0.1479245689363824,-0.21860859727002913,0.05110308234737758,0.05083823596804294,0.994817408908247,-0.21747563830123684,0.11204414511777881
2021-02-01,ABT,Healthcare,7.21238345277866e-18,1.722276299052102,0.055388883010479936,0.05083823596804294,0.9178418701533305,1.5807772992427382,0.0
2021-02-01,ADBE,Tech,0.0,-0.47975410687227443,0.06528038520329248,0.08136185303592754,1.2463445609665915,-0.5979389217016441,0.0
2021-02-01,AEP,Utilities,1.4662285493097245e-18,-0.02152219626586158,0.06191336096141554,0.0632444003000537,1.021498418402252,-0.021984889446120457,1.8754008232345416e-18
2021-02-01,AMD,Tech,3.019656723312113e-18,-0.13000050120265702,0.08356727439748307,0.08136185303592754,0.9736090308382493,-0.12656966198440556,3.2509709355825928e-18
2021-02-01,AMGN,Healthcare,0.0,-0.2222510772228054,0.05083823596804294,0.05083823596804294,1.0,-0.2222510772228054,0.0
2021-02-01,AMT,RealEstate,0.0,-0.16574281655280573,0.061412777117085475,0.06377304517543389,1.0384328501192592,-0.1721127853797236,0.0
2021-02-01,BA,Industrials,0.0,-0.1996140275516477,0.1280711285059168,0.06806280803359642,0.5314453681139537,-0.10608395035289431,0.0
2021-02-01,CAT,Industrials,0.0,-1.1476266080922635,0.06806280803359642,0.06806280803359642,1.0,-1.1476266080922635,0.0
2021-02-01,CCI,RealEstate,3.559791953607376e-19,-0.13019417954520823,0.06377304517543389,0.06377304517543389,1.0,-0.13019417954520823,2.9163974925909586e-19
2021-02-01,CMCSA,Comm,0.0,0.07103157158930998,0.05542018644224862,0.05542018644224862,1.0,0.07103157158930998,0.0
2021-02-01,COP,Energy,0.0,-4.26759196920167,0.10529025949866179,0.10529025949866179,1.0,-4.26759196920167,0.0
2021-02-01,CVX,Energy,1.1091647596995409e-18,-1.0509643269115152,0.08961507007685111,0.10529025949866179,1.17491689074581,-1.2347957392596405,5.501213677539445e-19
2021-02-01,D,Utilities,4.298661186334061e-18,-0.05584004700465868,0.07305701289219599,0.0632444003000537,0.865685548810736,-0.048339921736845246,5.640054449534469e-18
2021-02-01,DD,Materials,2.214107665478135e-18,-0.21370357828713066,0.07500785310099527,0.07500785310099527,1.0,-0.21370357828713066,2.330251445376537e-18
2021-02-01,DIS,Consumer,0.0,0.37047266735645895,0.06685769468101276,0.06059181819367557,0.906280398729981,0.33575211669037125,0.0
2021-02-01,DOW,Materials,0.0,-0.14622527154406462,0.09641242464246097,0.07500785310099527,0.7779894902462714,-0.11376172446968945,0.0
2021-02-01,DUK,Utilities,3.2350786573267384e-18,-0.21428130191593453,0.061310186016913806,0.0632444003000537,1.0315480087208722,-0.22104145029749828,4.943826348405448e-18
2021-02-01,EA,Comm,0.0899056772878342,-0.16971024327605522,0.0533668470597272,0.05542018644224862,1.038475935822541,-0.17624000370477255,0.08971770893046455
2021-02-01,GE,Industrials,3.7113122077408705e-19,0.5005746451805568,0.08928868502762945,0.06806280803359642,0.762278087223875,0.3815770830410048,1.086976267635779e-19
2021-02-01,GILD,Healthcare,0.1254934996386311,-1.0760699879541766,0.050661340960935414,0.05083823596804294,1.0034917158478678,-1.079827318584531,0.16238170017017517
2021-02-01,GS,Financials,3.0750175581199205e-18,-0.5163601345302266,0.0792829460000808,0.08027096294199357,1.0124619100545502,-0.5227949680824977,4.686277392596129e-18
2021-02-01,INTC,Tech,1.6546345267031365e-18,-0.38306807501520546,0.08749744469467145,0.08136185303592754,0.929876904632421,-0.3562061558586393,2.1444960663136045e-18
2021-02-01,KO,Consumer,1.6396578459258998e-17,0.9501012948698847,0.05688284245969499,0.06059181819367557,1.0652037692492005,1.0120514804639473,0.0
2021-02-01,MMM,Industrials,0.103890096398999,-1.000776962772904,0.05803380059375626,0.06806280803359642,1.172813211218828,-1.173724443423515,0.10695119348187002
2021-02-01,MRK,Healthcare,0.0708156179972159,-0.543091328329074,0.047238290135861165,0.05083823596804294,1.0762082162971613,-0.5844793497474887,0.06980784128427545
2021-02-01,MS,Financials,1.6117244462681052e-18,0.28606775944912216,0.08027096294199357,0.08027096294199357,1.0,0.28606775944912216,1.151560466676512e-18
2021-02-01,NEE,Utilities,0.0,-0.37748080557014607,0.0632444003000537,0.0632444003000537,1.0,-0.37748080557014607,0.0
2021-02-01,NEM,Materials,0.1299115178374157,-0.12854856702407283,0.06293402254983806,0.07500785310099527,1.1918490200049716,-0.15321048363068462,0.1299115178374157
2021-02-01,NKE,Consumer,1.269237811934866e-17,-0.5876592176575902,0.06059181819367557,0.06059181819367557,1.0,-0.5876592176575902,9.349488782941626e-18
2021-02-01,NUE,Materials,3.0263184663092623e-19,-1.6498451316030118,0.07667058087741575,0.07500785310099527,0.9783133536045732,-1.614065523626721,6.859974721516172e-19
2021-02-01,NVDA,Tech,4.1981564058444376e-18,0.0,0.08136185303592754,0.08136185303592754,1.0,0.0,4.011955200371005e-18
2021-02-01,O,RealEstate,3.250929692890217e-18,0.10150679137386673,0.09474676883244607,0.06377304517543389,0.6730893935624619,0.0683231446483073,2.1955428464446297e-18
2021-02-01,OXY,Energy,0.0,-0.19737560031507664,0.14987660456766888,0.10529025949866179,0.7025129759403078,-0.13865892035534924,0.0
2021-02-01,PLD,RealEstate,0.0,-0.23076493172763582,0.07007131477746693,0.06377304517543389,0.9101162919229482,-0.2100229239698082,0.0
2021-02-01,PSA,RealEstate,0.085801174999586,-0.3611155871097895,0.06067893379130978,0.06377304517543389,1.0509915252427728,-0.3795294216854571,0.085801174999586
2021-02-01,QCOM,Tech,5.349745464075145e-19,1.6302969583783813,0.07334252163865672,0.08136185303592754,1.1093408191878156,1.8085549633268776,0.0
2021-02-01,SBUX,Consumer,1.2207934454428957e-18,-0.030716734525265747,0.06736947555820759,0.06059181819367557,0.8993957232355759,-0.02762649966378657,5.820563852478445e-19
2021-02-01,SHW,Materials,4.2016208709882314e-19,-0.12710086155516978,0.0636255718249426,0.07500785310099527,1.1788947580285725,-0.14983853942830497,4.1893354891454287e-19
2021-02-01,SLB,Energy,0.0,-0.2675003517427883,0.1156709893729386,0.10529025949866179,0.9102564097484465,-0.24349390978383706,0.0
2021-02-01,SO,Utilities,3.4593132282039337e-18,1.7956956307422558,0.07227132678855223,0.0632444003000537,0.8750967100007855,1.5714073386253333,0.0
2021-02-01,T,Comm,0.0,0.6111577176531373,0.0553895606963725,0.05542018644224862,1.0005529154860788,0.6114956362196643,0.0
2021-02-01,TMUS,Comm,0.0,0.47768487012273775,0.059372177035287195,0.05542018644224862,0.9334369937169433,0.44588872911143684,0.0
2021-02-01,TTWO,Comm,0.0354986627894317,-0.22428301698026198,0.06720787336721547,0.05542018644224862,0.8246085416129686,-0.18494569154065052,0.03568663114680137
2021-02-01,UPS,Industrials,0.0107591841145037,-0.3986395984201646,0.05312151530508245,0.06806280803359642,1.281266312579838,-0.5107634883161117,0.007698087031632692
2021-02-01,USB,Financials,6.111016261485925e-19,-0.30231496015628495,0.08411105904362151,0.08027096294199357,0.954344932220668,-0.28851275015964367,7.880270379245705e-19
2021-02-01,V,Financials,1.799582194335436e-18,0.9386440562340757,0.06305975516812143,0.08027096294199357,1.2729348968765568,1.194832774926116,0.0
2021-02-01,WFC,Financials,1.389521919335346e-18,-0.37748753568045673,0.0895628632580553,0.08027096294199357,0.896252755014216,-0.3383242438371365,1.8610828470101895e-18
2021-02-01,WMT,Consumer,0.2,-0.7628647541852642,0.0400090278380609,0.06059181819367557,1.5144536487845899,-1.1553233105050327,0.20000000000000004
2021-02-01,XOM,Energy,3.0010139218230667e-18,-3.0256445192295054,0.07331550508685367,0.10529025949866179,1.436125405859634,-4.34520496316545,3.560057313768663e-18
2021-03-01,ABBV,Healthcare,0.1799699511195576,-0.4600014143303751,0.049392063535430505,0.049392063535430505,1.0,-0.4600014143303751,0.18489837447458288
2021-03-01,ABT,Healthcare,3.296039648443023e-18,-0.577122418908193,0.05495585303349396,0.049392063535430505,0.898758927558226,-0.5186939262877368,3.522431053783906e-18
2021-03-01,ADBE,Tech,3.2063042104971445e-18,1.8111828222635964,0.06528038520329248,0.07807507853268217,1.1959959839321594,2.1661673815941755,0.0
2021-03-01,AEP,Utilities,0.0,-0.24360419700486316,0.06015428609413555,0.06269264557272004,1.04219748322858,-0.25388368102238756,0.0
2021-03-01,AMD,Tech,2.325805847761357e-18,-0.6143121945634938,0.07807507853268217,0.07807507853268217,1.0,-0.6143121945634938,4.4280760897614276e-18
2021-03-01,AMGN,Healthcare,1.0495101224573175e-17,-0.5618856571246962,0.04853127512843455,0.049392063535430505,1.0177367770518688,-0.5718516977537598,1.1608551116666851e-17
2021-03-01,AMT,RealEstate,0.0,-0.1155922667503431,0.06127562572243124,0.06127562572243124,1.0,-0.1155922667503431,0.0
2021-03-01,BA,Industrials,0.0,0.6419536386702854,0.1280711285059168,0.06806280803359642,0.5314453681139537,0.34116328781522187,0.0
2021-03-01,CAT,Industrials,0.0,-0.12509183313067665,0.06806280803359642,0.06806280803359642,1.0,-0.12509183313067665,0.0
2021-03-01,CCI,RealEstate,0.0,-0.21447135184267085,0.059792662364526454,0.06127562572243124,1.024801761608538,-0.21979061918293366,0.0
2021-03-01,CMCSA,Comm,2.10166440722853e-18,-0.025554457800305422,0.05542018644224862,0.05542018644224862,1.0,-0.025554457800305422,1.6677267978906322e-18
2021-03-01,COP,Energy,1.003788626038548e-18,0.07414825122396292,0.1041684477060855,0.1041684477060855,1.0,0.07414825122396292,5.5291767016648345e-19
2021-03-01,CVX,Energy,1.1785780816167932e-18,-0.7269006240793028,0.08961507007685111,0.1041684477060855,1.1623987753036835,-0.8449483951972648,1.2936575604433215e-18
2021-03-01,D,Utilities,1.9942228930418952e-18,-1.9518197620312188,0.07153630449611617,0.06269264557272004,0.8763752337265861,-1.710526500142279,3.3236891075047973e-18
2021-03-01,DD,Materials,1.5718638570802794e-18,-0.08708891303770495,0.07657343655856709,0.0759639259027203,0.9920401815141129,-0.08639570109779161,0.0769992135102347
2021-03-01,DIS,Consumer,8.131457254125035e-19,-0.15145014219725902,0.06624278412171375,0.05987623695277655,0.9038907066883032,-0.13689437605872445,1.1325585781912459e-18
2021-03-01,DOW,Materials,1.0956426096412485e-18,-0.15954188896252788,0.09457216308359308,0.0759639259027203,0.8032376909426846,-0.12815005849889508,0.055733857986474775
2021-03-01,DUK,Utilities,0.0,-0.15764841953712622,0.061079627112299,0.06269264557272004,1.0264084529765611,-0.1618116704113016,0.0
2021-03-01,EA,Comm,0.0945886359479055,-0.27075223405391935,0.054790291200987246,0.05542018644224862,1.0114964755151736,-0.27386493048339877,0.09323203322542187
2021-03-01,GE,Industrials,0.0,1.0689399291187676,0.08928868502762945,0.06806280803359642,0.762278087223875,0.8148294845258787,0.0
2021-03-01,GILD,Healthcare,0.1340871369572307,-0.37869105061800634,0.050420054193595486,0.049392063535430505,0.9796114725657007,-0.3709700977433575,0.12935848426565036
2021-03-01,GS,Financials,0.0,0.3914562213064276,0.07877106183016988,0.07969252511522094,1.0116979924307448,0.39603547322023813,0.0
2021-03-01,INTC,Tech,0.0,-0.6915001262577949,0.08596761370096594,0.07807507853268217,0.9081917616587851,-0.6280147178533391,0.0
2021-03-01,KO,Consumer,0.0,-0.23838209159907278,0.05588761609460709,0.05987623695277655,1.0713685989292778,-0.2553950874863294,0.0
2021-03-01,MMM,Industrials,0.0786833084173802,-0.23367611538126123,0.057898502619124076,0.06806280803359642,1.1755538563982662,-0.27469885858460785,0.07453270298682019
2021-03-01,MRK,Healthcare,0.0234109999501539,-0.3911260869699915,0.047238290135861165,0.049392063535430505,1.045593805224002,-0.40895901359732734,0.02321122928670893
2021-03-01,MS,Financials,1.2141023431308462e-18,-1.466555614120842,0.07969252511522094,0.07969252511522094,1.0,-1.466555614120842,1.6696979353143655e-18
2021-03-01,NEE,Utilities,5.494366209993724e-18,-0.4041141817974317,0.06269264557272004,0.06269264557272004,1.0,-0.4041141817974317,4.74365468628783e-18
2021-03-01,NEM,Materials,0.1327330714967095,0.9432334301721947,0.06170554647558771,0.0759639259027203,1.2310712770816084,1.1611875834681498,0.0
2021-03-01,NKE,Consumer,3.168311875196912e-18,-0.3702159197443347,0.05987623695277655,0.05987623695277655,1.0,-0.3702159197443347,5.318499301543965e-18
2021-03-01,NUE,Materials,5.996720639509478e-19,1.4383400339419432,0.0759639259027203,0.0759639259027203,1.0,1.4383400339419432,0.0
2021-03-01,NVDA,Tech,1.1476835854755998e-18,0.0,0.08224497158952838,0.07807507853268217,0.9492991124410926,0.0,1.3535560976282284e-18
2021-03-01,O,RealEstate,0.0,-0.4985215470565308,0.09146745459771405,0.06127562572243124,0.669917250807181,-0.33396818427225383,0.0
2021-03-01,OXY,Energy,0.0,-0.21837488409543337,0.1497998533550003,0.1041684477060855,0.6953841767736842,-0.15185443900475165,0.0
2021-03-01,PLD,RealEstate,0.0,-0.1982713659702134,0.06923484468798197,0.06127562572243124,0.8850402712475165,-0.17547814351889326,0.0
2021-03-01,PSA,RealEstate,0.1184289771278164,-0.396016163910242,0.05635980398098196,0.06127562572243124,1.0872221227580576,-0.4305575343729962,0.1184289771278164
2021-03-01,QCOM,Tech,1.2296037929575085e-18,-0.4580769594622317,0.07654213895084445,0.07807507853268217,1.0200273940975464,-0.4672510472563876,2.1277652493019536e-18
2021-03-01,SBUX,Consumer,1.7462625094837396e-18,1.3524972905556851,0.06736947555820759,0.05987623695277655,0.8887739804511787,1.2020644004766108,0.0
2021-03-01,SHW,Materials,0.0,-0.2228135600123892,0.06295547706152543,0.0759639259027203,1.2066293426461039,-0.2688533794503874,0.0
2021-03-01,SLB,Energy,8.06352606055659e-19,-0.22015655223085215,0.11554325761535553,0.1041684477060855,0.9015536679159865,-0.19848294717946222,5.749546631372292e-19
2021-03-01,SO,Utilities,2.2433971698500674e-18,-0.23664191257992226,0.0717524474453751,0.06269264557272004,0.8737352913355011,-0.20676239043020855,1.664642479093059e-18
2021-03-01,T,Comm,6.128568392581297e-18,-0.3885082557641882,0.05511886629063283,0.05542018644224862,1.0054667334779162,-0.3906321268524211,6.594382080386635e-18
2021-03-01,TMUS,Comm,4.899261992811944e-18,0.6834867362143301,0.05986064864116955,0.05542018644224862,0.9258200119825135,0.6327856983118402,1.3920443205093474e-18
2021-03-01,TTWO,Comm,0.015747111135156,-0.4522478808238308,0.06207869729057272,0.05542018644224862,0.8927408090224976,-0.40374013900537675,0.017103713857639626
2021-03-01,UPS,Industrials,0.0223508078480899,-0.43964255958301374,0.05024212206166896,0.06806280803359642,1.3546961243009146,-0.5955820715448427,0.026501413278649914
2021-03-01,USB,Financials,1.1495764955323284e-18,-0.22036949466549707,0.08411105904362151,0.07969252511522094,0.9474678600098349,-0.20879301352216723,7.74785559264759e-19
2021-03-01,V,Financials,3.3434786954911824e-19,-0.6042374456638002,0.06092269239553781,0.07969252511522094,1.308092633165666,-0.7903985513556564,3.337643744518425e-19
2021-03-01,WFC,Financials,1.4402991838214822e-18,-0.7795435335166845,0.0895628632580553,0.07969252511522094,0.889794298844654,-0.6936333918243623,1.360078023002808e-18
2021-03-01,WMT,Consumer,0.2,0.13106135540281857,0.042709293593978945,0.05987623695277655,1.401948660682549,0.18374129167422107,0.2
2021-03-01,XOM,Energy,2.113955199763574e-18,-0.7865496362453873,0.07239194959934361,0.1041684477060855,1.438950715965108,-1.1318061622173954,2.6811446197275394e-18
2021-04-01,ABBV,Healthcare,0.1112928164218289,0.8573812679357167,0.0334846793010211,0.033828988993050396,1.0102826038420143,0.8661973798554635,0.020268453210157973
2021-04-01,ABT,Healthcare,0.0,1.0152410006101045,0.03435837019708427,0.033828988993050396,0.984592365674004,0.9995985385199457,0.0
2021-04-01,ADBE,Tech,1.4082612024782873e-18,-0.6700572828019056,0.04711014679984263,0.05912181521015299,1.2549698785984358,-0.8409017068519052,1.939920206774025e-18
2021-04-01,AEP,Utilities,0.0,-0.08742380280182939,0.04088669795715443,0.04088669795715443,1.0,-0.08742380280182939,0.0
2021-04-01,AMD,Tech,2.13789066941754e-19,-0.4937101677864744,0.05912181521015299,0.05912181521015299,1.0,-0.4937101677864744,2.389581684610554e-19
2021-04-01,AMGN,Healthcare,7.466458264761857e-18,0.9184958661613265,0.033828988993050396,0.033828988993050396,1.0,0.9184958661613265,8.282913655065753e-19
2021-04-01,AMT,RealEstate,2.718516607309835e-18,-0.20872056606730227,0.03687271497962653,0.03790950443988651,1.0281180667285512,-0.21458938487160367,2.347542043235677e-18
2021-04-01,BA,Industrials,0.0,1.7239486107891868,0.0751630315044722,0.04925202475303837,0.6552692695758003,1.1296505469780462,-0.0
2021-04-01,CAT,Industrials,0.0,-0.2675419913996908,0.04925202475303837,0.04925202475303837,1.0,-0.2675419913996908,0.0
2021-04-01,CCI,RealEstate,1.0009656353015702e-18,-0.42857206841534473,0.03790950443988651,0.03790950443988651,1.0,-0.42857206841534473,1.0166541308046471e-18
2021-04-01,CMCSA,Comm,0.0,-0.10806190213568767,0.03666119383448956,0.037983758173785694,1.0360753210947513,-0.1119602699533422,0.0
2021-04-01,COP,Energy,9.843528564263322e-19,1.371852601022773,0.0632959131783091,0.0632959131783091,1.0,1.371852601022773,0.0
2021-04-01,CVX,Energy,6.878150389285561e-19,-0.0907934660913633,0.04535998932705433,0.0632959131783091,1.3954128763552671,-0.12669437167281367,1.0929323502897766e-18
2021-04-01,D,Utilities,0.0625210815611671,-0.1190188203183261,0.036780157854684074,0.04088669795715443,1.111650964596047,-0.1323073864119508,0.0625210815611671
2021-04-01,DD,Materials,1.347255015145163e-18,0.012821060720038517,0.050187852058933606,0.048848414617472,0.973311520885796,0.012478886108789828,1.21426342707772e-18
2021-04-01,DIS,Consumer,0.0072825293063056,1.181071639422154,0.039765392185868706,0.039765392185868706,1.0,1.181071639422154,0.0
2021-04-01,DOW,Materials,8.413454824543168e-19,-0.11044761221290826,0.059827241636106435,0.048848414617472,0.8164911716068723,-0.09017950029689897,8.37122652606245e-19
2021-04-01,DUK,Utilities,4.524199294405095e-18,-0.24127186865183997,0.03230181430092278,0.04088669795715443,1.265770943274428,-0.30539492076902336,5.215780494179844e-18
2021-04-01,EA,Comm,0.0934356238352472,-0.2235100681761384,0.04280078997288456,0.037983758173785694,0.8874546053437194,-0.1983550393436027,0.06234782750494386
2021-04-01,GE,Industrials,0.0,0.1615821562629965,0.06537431288060772,0.04925202475303837,0.7533849700720637,0.12173356796037714,0.0
2021-04-01,GILD,Healthcare,0.0566123675246507,-0.2958140944982507,0.03878875044697754,0.033828988993050396,0.8721340234791293,-0.2579895364365947,0.09693423830039433
2021-04-01,GS,Financials,4.436470645071308e-19,0.33918383734832963,0.045260817093419746,0.045260817093419746,1.0,0.33918383734832963,1.8546809456068084e-19
2021-04-01,INTC,Tech,2.297945093074065e-18,-0.013151784925125266,0.06181753146006132,0.05912181521015299,0.9563923665950661,-0.012578266709489867,1.7411584745286e-18
2021-04-01,KO,Consumer,0.0,0.4308133479206194,0.0353252025669928,0.039765392185868706,1.125694668288321,0.48496428878168274,0.0
2021-04-01,MMM,Industrials,0.107598079530453,-0.18082877761588503,0.037881207676431695,0.04925202475303837,1.300170395139783,-0.2351082232454892,0.107598079530453
2021-04-01,MRK,Healthcare,0.05019899726215,-0.4673631053018501,0.03316133353524563,0.033828988993050396,1.0201335527443476,-0.47677278503320697,0.10090148969807732
2021-04-01,MS,Financials,0.0,0.46490150720455614,0.044722254830048165,0.045260817093419746,1.0120423772329505,0.4705000265304807,0.0
2021-04-01,NEE,Utilities,2.1216631401011845e-18,-0.42653278954632096,0.04292666217758637,0.04088669795715443,0.9524779212510709,-0.4062630647325003,2.6349881185383233e-18
2021-04-01,NEM,Materials,0.00404383199663,-0.09236949763045191,0.04715883211468905,0.048848414617472,1.0358274882353729,-0.09567886472011422,0.004043831996630002
2021-04-01,NKE,Consumer,0.0001329119865427,1.1004624106877072,0.04045899911111554,0.039765392185868706,0.9828565476041082,1.0815966857366142,0.0
